SYMBOL	logFC	logCPM	PValue	FDR	tests	ENTREZID
CXCL16	-0.5242280217654767	3.392889742329244	4.6404152532717314e-4	0.0019172744503229706	-1	58191
MAP7	0.4793768614984832	4.25822207050786	4.6492469626064676e-4	0.001920396578630099	1	9053
SLC16A14	-0.537025845439253	3.3484179999635253	4.6515597873439727e-4	0.001920825072591177	-1	151473
NCBP2-AS2	0.5057779981313947	3.574106542589364	4.684584820080396e-4	0.001933932220131874	1	NA
EGLN1	-0.16942355231482129	7.353781310353939	4.710680503772426e-4	0.001944172331784399	-1	54583
TMED10	-0.1361777461276695	8.62551737684323	4.7178097313279953e-4	0.0019465812206520441	-1	10972
SLC39A1	-0.1747529221057142	6.929924477906539	4.721211737378013e-4	0.0019474513493539546	-1	27173
PTGES3	0.12531201946905243	9.986564997465923	0.00047246702642375637	0.0019483443094035515	1	10728
ACTN4	-0.12914252848203747	10.126057877775972	4.7281054333852526e-4	0.0019492271510205832	-1	81
FOXA3	0.5306013299766333	3.429191892135308	4.7415932882040367e-4	0.001954252734547148	1	3171
FKBP1A	0.15233491819568787	7.762181689044515	4.7791315537057925e-4	0.0019691852585173525	1	2280
CRY1	0.2716531162026447	5.423510294578356	4.7884948527141707e-4	0.001972503623683682	1	1407
ZXDB	-0.3207803100769338	4.856188910688599	4.794785098083797e-4	0.00197455465072852	-1	158586
NDRG3	-0.2085758948840707	6.362067265141988	4.8013746589321577e-4	0.001976727784677919	-1	57446
DEPDC1	0.1547482032956803	7.5400248820745	4.8293489061508024e-4	0.0019877014082162092	1	55635
WDR76	0.21994625571012472	6.3145274496324	4.841055056792952e-4	0.0019919751135328376	1	79968
KBTBD8	0.7896991320063624	2.049305078852942	4.882972635084201e-4	0.002008674348111665	1	84541
GABPB1	-0.19269532657672725	6.477707790667442	4.891559781339644e-4	0.002011657299480476	-1	2553
PKD2	0.31063849403184746	4.899643000484733	4.919671749551079e-4	0.0020226660264329576	1	5311
RPL8	-0.12695070544232018	10.342129624444086	4.939931747189328e-4	0.0020304413786209406	-1	6132
NSMCE2	-0.3084662177649436	5.008416811033374	4.967400170237858e-4	0.0020411745310718182	-1	286053
CAPN5	-0.8045973898239527	2.1275959361884857	4.983727419672454e-4	0.00204732501200947	-1	726
RBM27	0.15928140499503537	7.412179686739853	4.989453898387807e-4	0.002049118508582503	1	54439
UCHL1	-0.13521837777455983	8.497616631400726	4.999754272776461e-4	0.002052788968048351	-1	7345
NSMCE4A	0.2315262726162371	5.8981371993812175	5.02804108793791e-4	0.002063840250322838	1	54780
AKNA	-0.49158987216354283	3.688362129137557	5.03206353864494e-4	0.0020649285256673787	-1	80709
SOWAHC	0.25371469961271287	5.58051621908866	5.034457988984801e-4	0.002065348333263718	1	65124
USP7	0.14078876281586308	8.304275661398139	5.040265493793627e-4	0.0020671677106898698	1	7874
RING1	0.4038080539351481	4.192107912753226	5.112843352450935e-4	0.002096363215026166	1	6015
ELK1	0.25544638610761516	5.616030741219136	5.121173804838395e-4	0.0020992073353529187	1	2002
GNB1	0.13780358060502212	8.417209053472215	5.127494057942874e-4	0.002100799651253412	1	2782
NDRG4	0.7549817354416171	2.5959267473231615	5.127848285529575e-4	0.002100799651253412	1	65009
FARP1	0.32379956204080734	4.984744142176371	5.133729347520146e-4	0.0021026370403495623	1	10160
METAP1	0.17350661439622952	7.069747503251624	5.136303141889365e-4	0.002103119231018321	1	23173
PRKCG	-1.2910752959046368	0.817545492197553	5.141853979917903e-4	0.0021048198134700625	-1	5582
PIDD1	0.3663919130159464	4.4489712780434845	5.14916438556471e-4	0.0021072395556142537	1	55367
UBLCP1	-0.2360438371858159	5.931537077238944	5.157637178577897e-4	0.0021101335482038345	-1	134510
ERICH5	-0.45167757516212786	3.83034671385448	5.160504886083716e-4	0.0021107333944709607	-1	203111
TRIM28	0.1325034790086934	9.078768961181487	5.169527953651934e-4	0.0021138498773282145	1	10155
RBFA	0.31606299068920374	4.902608854299049	5.184619620343408e-4	0.0021194454799775167	1	79863
OGFOD2	-0.3976464315890942	4.145013526543569	5.191624818345975e-4	0.0021217332364800645	-1	79676
CSTF3	0.20469591675008875	6.342508452312986	5.20734761174396e-4	0.0021275815255795997	1	1479
CNNM2	-0.3489422337572526	4.700339883099195	5.216683810235256e-4	0.002130817959917086	-1	54805
ERF	0.19088672758976472	6.683601885260937	5.223249613419456e-4	0.0021329213443084874	1	2077
APEX1	0.14983062464984084	7.848149183896335	5.238998677289003e-4	0.0021387725692592137	1	328
SEC14L2	0.7246140582036767	2.5088271522432275	5.244360575616764e-4	0.0021403813080972485	1	23541
ZNF804A	-0.5651565818080698	3.1250768414943657	5.247126461524868e-4	0.0021409299515189515	-1	91752
PDE1C	0.6796513338426222	3.108633704257109	5.255852633137728e-4	0.0021439095518703735	1	5137
IBA57	0.34148042925942784	4.605867031921153	5.262127484235361e-4	0.0021454573531427376	1	200205
MSANTD2	0.7904220728577971	2.3430465790206085	5.262496323047326e-4	0.0021454573531427376	1	79684
NR2F6	0.22935133620348302	6.06067967887238	5.28022656746131e-4	0.0021521031693089937	1	2063
EXOSC8	0.2522429983415069	5.747635290500264	5.286135144493692e-4	0.002153928443616748	1	11340
ABCA7	-0.388137781099082	4.263702618623713	5.302770710386242e-4	0.0021601224478879307	-1	10347
NEK1	-0.330822159816142	4.793731890023798	5.312919000958965e-4	0.0021636711777837216	-1	4750
WDR35	0.33024677316446954	4.766467478928313	5.315733220687445e-4	0.0021642320168573374	1	57539
TIMM17A	-0.15199421126889215	7.699406557538908	5.346256248870831e-4	0.00217607078670256	-1	10440
FOXP4-AS1	1.8702614134568254	0.7436450853796592	5.362789280897499e-4	0.002182210390983959	1	101060264
CCDC50	-0.21347789514927168	6.219278074021061	5.373824347794308e-4	0.00218611006693091	-1	152137
SKA1	0.23667664327518645	5.957282193539105	5.416767267520782e-4	0.002202869928514339	1	220134
HHIP-AS1	4.9863939029968956	-0.5409218403711447	5.417948350077762e-4	0.002202869928514339	1	646576
PAX6	-1.4046437796340665	1.1402932567642654	5.4698853501487e-4	0.002223386595768945	-1	5080
ANKLE2	0.17834490944152331	6.999089923415964	5.517753623554634e-4	0.002242238790359762	1	23141
KCNQ5	0.530552823730618	3.336106574603652	5.540979977656644e-4	0.002251069826369276	1	56479
CLCN7	-0.2607405799169644	5.484787072906328	5.557300594440972e-4	0.0022568803445531466	-1	1186
SH3PXD2B	0.22810828064650804	6.036237442582253	5.558279679912099e-4	0.0022568803445531466	1	285590
TGFBRAP1	0.2626018176363304	5.6021027575546505	5.599764747959359e-4	0.002273112051327977	1	9392
CBR3	0.5970608687489387	3.1450501761073113	5.617423958654183e-4	0.002279665988071463	1	874
RAB30	-0.35076801424019655	4.539176266446908	5.643195654321221e-4	0.0022895077196680384	-1	27314
B3GALT5	1.3800391386123478	0.8456280862848502	5.654143910745085e-4	0.002293331734333988	1	10317
APOD	-5.106460141430557	-0.8721774960560044	5.65668802594425e-4	0.002293745871586441	-1	347
HK1	-0.284966237125246	5.324720753542753	5.690160265382731e-4	0.002306697539614103	-1	3098
HSP90B1	0.12519278079873264	10.39057852719624	5.693491270574488e-4	0.0023074267635858933	1	7184
RPS16	-0.1275465897644975	9.623239506767373	5.739718851558394e-4	0.0023255358058775735	-1	6217
PLOD1	-0.18664020273555834	6.67111738985889	5.810074751093724e-4	0.0023534084387162855	-1	5351
PPARGC1A	-2.641271073847496	-0.4687860857982514	5.811926252651025e-4	0.002353525392979953	-1	10891
CASC15	-1.772846622806108	0.4957413303988175	5.852495017389027e-4	0.0023680485132015643	-1	401237
LOH12CR1	-0.5181075506500424	3.2661377985313886	0.00058525076800373325	0.0023680485132015643	-1	NA
PQBP1	0.25749310864493213	5.4919028013639215	5.850649454235462e-4	0.0023680485132015643	1	10084
KIF26B	3.464144357281467	-0.07132836607892348	5.857901629679865e-4	0.0023695943739720326	1	55083
SNORD116-21	1.4991297611981356	0.8317502200944494	5.860276016416351e-4	0.002369918281611983	1	100033432
C11orf95	-0.3981590911927856	4.086911791014334	5.871812853423015e-4	0.002373946350940956	-1	65998
STRAP	0.133150564653109	8.574695672828504	5.875540724348705e-4	0.0023748159771522144	1	11171
CAGE1	-1.0967521721391502	1.3435681194463698	5.909001410664955e-4	0.0023876995236011326	-1	285782
JADE1	-0.15941245494221729	7.313382734854443	5.912455454406095e-4	0.002388454376162977	-1	79960
MIER3	-0.20737150360102127	6.226983214363667	5.919063654758823e-4	0.002390482666684577	-1	166968
GGCT	0.2558393438048278	5.564142349471651	5.925884343338982e-4	0.0023925956624848543	1	79017
HIST1H2BL	0.1736136272254424	7.049962745578599	5.92786555729645e-4	0.002392754095226066	1	NA
KCCAT211	-2.6418879932998007	-0.5044173938762573	5.944492245456792e-4	0.0023988224334560364	-1	NA
CCDC106	0.3845666483339775	4.281666712776211	5.973874986682073e-4	0.002409437114443433	1	29903
FGF12	1.7823257898865503	0.38298198356744434	5.973996138998525e-4	0.002409437114443433	1	2257
YTHDF2	0.17018850755847872	6.952648573735982	5.982030238597803e-4	0.0024120314696996765	1	51441
ERGIC3	-0.17283555601832248	7.04680697609123	5.988712449650588e-4	0.0024140794831835613	-1	51614
BLCAP	-0.2804457233341469	5.212853747408724	5.996930280681663e-4	0.0024167452509249623	-1	10904
LTBP2	0.583332887866342	3.0775260082675953	6.002207817549219e-4	0.002418224979462045	1	4053
EMC4	-0.21652626153961352	6.071288446618711	6.039926431142651e-4	0.0024327705817867966	-1	51234
TMEM185A	-0.5871894113396255	3.1173307360308895	6.071516234309413e-4	0.0024441869684228754	-1	84548
MEPCE	0.25444850421558574	5.489547360152451	6.070230393849305e-4	0.0024441869684228754	1	56257
SLC29A2	-0.24841823607283256	5.53142506578917	6.088911040007054e-4	0.0024505344805586912	-1	3177
MSC-AS1	-0.47752517284944634	3.5741308141376287	6.095108680787148e-4	0.0024523734099026035	-1	100132891
COQ6	0.41406230992610094	4.045181295128763	6.126638581096623e-4	0.0024644010959218787	1	51004
AKAP1	0.19656075158149272	6.451159266713243	6.129203371645417e-4	0.0024647744399727634	1	8165
CYP4F2	-3.4979329913142014	-0.6167271501775062	6.134713195942312e-4	0.0024663315731684784	-1	8529
SNHG9	0.9513162059960856	1.9351290066105282	6.191726618636602e-4	0.0024885882806689945	1	735301
NOL10	0.20675392274058532	6.300309854092404	6.200705767180915e-4	0.0024915322533016165	1	79954
HIST1H2AI	0.15723230784012782	7.624508869620703	6.222717826997813e-4	0.002499710068673968	1	NA
NXT1	0.39546297064355074	4.291773630946304	6.224546328046547e-4	0.0024997778053434936	1	29107
SP4	0.32757483406530696	4.719954999071456	6.241326939707611e-4	0.0025058486726738634	1	6671
TLR4	-1.356253193417324	1.0192673698156363	6.273605246483183e-4	0.0025181368606619595	-1	7099
UHRF2	0.23973741394613043	5.779320598933965	6.323291582433612e-4	0.0025374039763242794	1	115426
ATP6V0B	-0.25703818834420944	5.6142353624907075	6.331331789181381e-4	0.002539953562734992	-1	533
SIM2	0.33661643895860954	4.910016462500113	6.341551492140891e-4	0.0025433759113619656	1	6493
MMS19	0.1958958229171595	6.517624872596273	6.387223653724903e-4	0.0025610114010941707	1	64210
LINC01270	-0.6281257695189559	2.91230446950655	6.394529295786957e-4	0.0025618944185834417	-1	284751
PLEKHG2	0.19859036641341696	6.505431515853279	6.393735331254895e-4	0.0025618944185834417	1	64857
JAG2	0.623910142896294	2.7762215033411444	6.392403993378438e-4	0.0025618944185834417	1	3714
EVA1C	-0.39409645979731395	4.293989782245471	6.413575484500727e-4	0.002568841670121834	-1	59271
PCCB	0.25059501398237266	5.692677895626338	6.420537687112331e-4	0.0025709464921008164	1	5096
VPS26A	-0.17414763393859548	6.8980580033660095	6.422668974901667e-4	0.0025711162881982747	-1	9559
KIAA1467	0.38674346168506246	4.29753299205405	6.427563602101674e-4	0.0025723919172907575	1	NA
DAB2IP	0.37570693406384176	4.673625270195444	6.444848644631216e-4	0.002578624351438526	1	153090
HNMT	-2.409631745235715	-0.07130603622930852	6.472941537442604e-4	0.0025891766149770414	-1	3176
LINC01060	-1.303653320422041	0.8742832821980885	6.482510885751112e-4	0.0025923158242010555	-1	401164
SHISA4	-0.701497486380421	2.500301784946325	6.491531499371836e-4	0.0025945452330291894	-1	149345
IMP4	0.25968425859705857	5.576076974801582	6.491367672529788e-4	0.0025945452330291894	1	92856
SUN2	0.30507961320922466	5.077790491204559	6.552373166690278e-4	0.0026181676808266275	1	25777
DCTN1	0.17074881563230598	7.2724879747572615	6.568118157906791e-4	0.002623067076586483	1	1639
GNAI3	0.17801770834384226	7.03848256390635	6.566601881264608e-4	0.002623067076586483	1	2773
H3F3B	0.14099880849346863	8.097663322197969	6.604144959513445e-4	0.002636755649264912	1	NA
WASH7P	-0.6765599633387077	2.5874842269515494	6.620594026775934e-4	0.002642622476629885	-1	653635
FIGN	0.4558233675668389	3.7520602869989363	6.633122034518601e-4	0.0026469215113897756	1	55137
MAP1S	-0.29225671770383255	5.111983108541811	6.637764260121748e-4	0.002648072311455193	-1	55201
PPP2R5E	0.16787507330131018	7.0615608573477795	6.651376591237451e-4	0.0026528000917382414	1	5529
CTSZ	-0.2567743474964215	5.530822635551893	6.708013888288867e-4	0.0026746806766648223	-1	1522
SLC23A2	-0.2442478515861053	5.631545072471982	6.71814811946145e-4	0.0026780124584195194	-1	9962
CTBS	-0.4267449890118566	3.957052853512424	6.734098988166476e-4	0.0026836605123521334	-1	1486
PRIM2	0.3067864090043019	5.05454639250509	6.743132553044694e-4	0.002686549636213045	1	5558
ZNF131	-0.23445331615506448	5.929258296301579	6.753908362516146e-4	0.0026901311806266375	-1	7690
SAMD1	0.31407179678769026	4.946731456033536	6.765911934150963e-4	0.0026941997284059623	1	90378
SLC35E2	0.46869005167592886	3.933939443076135	6.788779712683081e-4	0.002702591130663685	1	NA
TRIP4	-0.2733557186634954	5.2244430715438455	6.818847471472882e-4	0.0027138436289741437	-1	9325
GOT2	-0.138550558754639	8.162043290957348	6.826158420884544e-4	0.0027160355566320012	-1	2806
GJC1	0.19003514980828146	6.6037444287569045	6.830293078637382e-4	0.002716962856954014	1	10052
FBXW10	-2.244029338372888	-0.044878127495132404	6.839803535064631e-4	0.002720027495063991	-1	10517
FAM83G	0.3681732550339585	4.453146789356289	6.88753889004125e-4	0.0027382876368537814	1	644815
GHR	0.5634066903762306	3.2206538554162347	6.917444737808531e-4	0.0027493189165763684	1	2690
NKX2-5	0.5694073510817885	3.141640378722247	6.918936715686877e-4	0.0027493189165763684	1	1482
TMEM167B	-0.3305419565766667	4.733561124609498	6.923616597022083e-4	0.0027497274776147828	-1	56900
AK4	-0.2811774482810931	5.305046517569883	6.922885459897109e-4	0.0027497274776147828	-1	205
U2AF1L4	0.6082506200638418	2.900993079654754	6.927248618758524e-4	0.0027504446137227357	1	199746
MUC5B	-1.931151448018319	0.03152631272570732	6.960839080475946e-4	0.0027630531510798033	-1	727897
CLCN3	0.17624926311330386	6.873636784483794	6.982711046836014e-4	0.0027710047000092325	1	1182
NFATC2IP	-0.25386971531976493	5.412802376671392	7.013043923282729e-4	0.0027823087851590596	-1	84901
ENOPH1	0.22351829423277914	6.016821867592702	7.045272450020506e-4	0.002794358785812716	1	58478
UXS1	0.26279069853814574	5.404016010182239	7.084191488599107e-4	0.0028090553927936426	1	80146
PCSK5	-0.6042143245339021	3.063390186912674	7.095629962153324e-4	0.0028128504140570955	-1	5125
PRMT9	-0.45198657978080464	3.7872045266542513	7.115520982320154e-4	0.0028199933156247766	-1	90826
PLD3	-0.16981315789338652	7.083046632886062	7.143540745924783e-4	0.0028303531605795114	-1	23646
FAM168B	0.14889571047872605	7.644829581083839	7.149729105433641e-4	0.0028320599770602483	1	130074
ANKFY1	-0.16719591605745557	7.025750177571903	7.158234938169532e-4	0.0028346836226356338	-1	51479
PARP8	-0.2631867324600027	5.417413916700108	7.200709867206257e-4	0.0028507542218750323	-1	79668
ANKMY1	0.6376392271024321	2.7541424100788485	7.218093181418447e-4	0.002856885238164568	1	51281
AKAP10	-0.23551202310854497	5.855451666770239	7.262621850487793e-4	0.002873754205684345	-1	11216
ADAMTS15	-0.5047186317329148	3.4733428818679024	7.28848225993897e-4	0.0028832293888805065	-1	170689
ARHGEF3	-0.42486546978217915	3.9593522277108586	7.328978314686234e-4	0.0028984877473522764	-1	50650
RBL2	-0.18892546631872773	6.626777892423312	7.334821859019614e-4	0.002900037206532827	-1	5934
VAV3	0.2445941384165589	5.573227477448481	7.336981646361856e-4	0.0029001297531288596	1	10451
TMEM253	-2.2383854171082485	0.03178058364302173	7.365721937562687e-4	0.002909648068021655	-1	643382
TMEM161A	-0.3633673453172826	4.417943590553377	7.364557405370407e-4	0.002909648068021655	-1	54929
SYNM	0.21444467618049587	6.14424506546692	7.366857957082716e-4	0.002909648068021655	1	23336
PPP4C	0.20295124735064393	6.423546252324933	7.384901066276904e-4	0.0029160097026253323	1	5531
HLF	1.004935089075887	1.6156700845892527	7.441366187296731e-4	0.002937535380883061	1	3131
DIDO1	0.17514176558909367	6.858605291340241	7.48353413700106e-4	0.0029534073402315503	1	11083
URGCP	-0.39176683284192243	4.177362187460694	7.493097054070872e-4	0.00295640664486003	-1	55665
STRN3	0.1835215527857847	6.586233389313647	7.495972637791417e-4	0.0029567665774001767	1	29966
ADM5	0.7429399199431753	2.373175867872827	7.576579425047688e-4	0.0029877791605451213	1	199800
SRSF3	0.1314798228937059	8.571351513568548	7.588654487382643e-4	0.0029917575020937852	1	6428
KDM3B	-0.14834848488424848	7.550334231141975	7.605774028818427e-4	0.002997721980476459	-1	51780
PPM1K	0.691540532967878	2.4397993667949254	7.631474993279191e-4	0.003007064714777201	1	152926
UBE4B	-0.1940296885477877	6.427020944894381	7.65077211903586e-4	0.0030138798878545656	-1	10277
ZNF839	0.44087897587961955	3.776773706506567	7.693664193842151e-4	0.003029983858767333	1	55778
HIRIP3	0.36754855280745546	4.377667818554222	7.715131191051388e-4	0.003037643810123762	1	8479
ZFAND6	-0.18853804488510126	6.470879442746092	7.753243627817595e-4	0.0030518517782261623	-1	54469
RAE1	0.21167118207522134	6.1840341634856735	7.760267217175846e-4	0.0030538182464245685	1	8480
CORO1A	1.5784629019084708	0.7735313116965116	7.772825422437824e-4	0.003057961098796072	1	11151
RNASE4	-0.4280502476924691	4.266115625084249	7.78871028528202e-4	0.0030634102088364385	-1	6038
LINC00467	-0.46412375112120585	3.595553114240945	7.791676361439826e-4	0.003063776658049185	-1	84791
TTC39B	-0.6560411745348768	2.5828361788189413	7.82523503940742e-4	0.0030761691384358068	-1	158219
LINGO2	1.5464910113207866	1.0567802275663043	7.87320147126189e-4	0.0030942174884447827	1	158038
KIF22	0.17662365232065738	6.840746159519705	7.881678877184236e-4	0.003095933330474559	1	3835
CLMN	0.28734533716127586	5.057056469751536	7.879892153230956e-4	0.003095933330474559	1	79789
SDHAP3	1.0839865347744904	1.4588591853761637	7.916473051823655e-4	0.0031087896782389635	1	728609
IKBKB	0.26937540898315837	5.290088189973141	7.947647645974448e-4	0.0031202182885394993	1	3551
SSBP4	0.24922722790977564	5.5666734494846635	7.963041704190165e-4	0.003125447173966742	1	170463
VRK3	-0.32887855576225417	4.644884066069617	7.970145696571336e-4	0.003127420380155402	-1	51231
SNORA71A	0.9789079311883077	1.6245275381794573	7.987943569260249e-4	0.0031335876570216035	1	26777
COX7C	-0.15525431332703987	7.42525117764172	7.991595735637025e-4	0.003134203952570146	-1	1350
UGGT1	0.14904797087532934	7.538851385175027	7.998600999685853e-4	0.003136134627838296	1	56886
SLC25A14	-0.4753397933827459	3.4501766466490063	8.016870566465238e-4	0.003142479717099596	-1	9016
DDX51	0.2501994014314063	5.519273743471117	8.075889097234762e-4	0.0031647902629288447	1	317781
HSPD1	0.11988298547350644	10.661377745421467	8.124065882084868e-4	0.003182707208004918	1	3329
PANK4	0.362281904815614	4.447771879546583	8.125836131991308e-4	0.003182707208004918	1	55229
IP6K2	0.26908587109620613	5.372377502852483	8.134696276036974e-4	0.0031853490878085496	1	51447
NAPA	0.2554547994543245	5.49402544060418	8.18456399118624e-4	0.003204042986931759	1	8775
NRM	0.4703672805799159	3.6556926593958914	8.188221515473007e-4	0.0032046417885401115	1	11270
TOMM5	0.15633513509280694	7.196997312982487	8.200904821784285e-4	0.0032087718008851998	1	401505
DHRS13	-0.4756468753649724	3.4025776401530003	8.254663579766842e-4	0.0032289671041893153	-1	147015
BMP2	-0.6328543489751007	3.2231448166292345	8.293225875779392e-4	0.0032432090804787755	-1	650
AZI2	-0.24221483487083598	5.681153692158851	8.318244445526052e-4	0.003252148529325606	-1	64343
CCT8	-0.12611279008869253	8.840744788036197	8.346573539288802e-4	0.0032615308121870614	-1	10694
ZMYM2	0.17227840056976992	6.9000729893693835	8.345758494779457e-4	0.0032615308121870614	1	7750
NGFRAP1	-0.175832475409789	6.802299516686385	8.39721146542498e-4	0.00328046704719326	-1	NA
SLC38A6	0.28983947087980244	5.114338321055825	8.426033615189952e-4	0.003290873087260391	1	145389
MALL	0.3402828727156951	4.700785832649972	8.455344414219725e-4	0.003301464528860489	1	7851
ACAA2	0.18498103091735382	6.670437492359943	8.46504951314016e-4	0.0033043972438540907	1	10449
ZCCHC4	-0.4303264472072188	3.8248284703884843	8.470966511475221e-4	0.003305850107872942	-1	29063
TTC1	-0.2064831732584501	6.1987264255904915	8.475406855611268e-4	0.003306726094443153	-1	7265
DUSP11	-0.3146693379324319	4.8561935232317515	8.482387571427601e-4	0.003308592510378132	-1	8446
ALG5	-0.2753739982639556	5.121490131886296	8.504345849800242e-4	0.0033162985110821246	-1	29880
MNX1	0.5252586320199975	3.2499823415265117	8.538672512867286e-4	0.0033288223671701094	1	3110
WNK4	-0.6854193447356111	2.3879488759551757	8.543702817070682e-4	0.0033299214395725793	-1	65266
E2F2	-0.31487694177465764	4.85540779007627	8.54958977130964e-4	0.0033313180780484373	-1	1870
FOXL1	1.4685572184009148	0.8878380605087371	8.551710285348776e-4	0.0033313180780484373	1	2300
ABCD1	-0.8556046712207783	1.9014765601604697	8.617463493277146e-4	0.0033560641378007194	-1	215
PARD6B	-0.23797085620737574	5.854560365914477	8.691321229550671e-4	0.003383952888237671	-1	84612
OSTC	-0.1911518571324353	6.46886880531313	8.699950966965366e-4	0.0033864373626905763	-1	58505
ABCD4	0.3582294746137143	4.468341102952177	8.729669245548145e-4	0.0033971271017559446	1	5826
ATP6V1G1	-0.2517931823167657	5.430929559415184	8.740553984781832e-4	0.0034004841904111184	-1	9550
DDC	-0.29996754720417673	5.00921746062007	8.765575744323482e-4	0.0034093380865059825	-1	1644
DHRS7B	-0.4466771864998715	3.703563930462229	8.77409725131659e-4	0.0034117713556629965	-1	25979
PSMD14	0.15516647013273988	7.313764615465833	8.819674486453228e-4	0.003428608615539123	1	10213
SMNDC1	0.2033135755428201	6.388343893796775	8.833696576705561e-4	0.003433173430843503	1	10285
ZNF615	-0.4541067991293277	3.6910667758445848	8.839292637156844e-4	0.0034344619998860184	-1	284370
MORC3	0.29070184613562605	5.071463133675297	8.888727090733511e-4	0.0034524326985611825	1	23515
IFITM3	0.7154050555482518	2.7848097952447897	8.890128821394599e-4	0.0034524326985611825	1	10410
NPTX1	0.9722320677545414	1.5217739869717377	8.894791485716449e-4	0.003453352920208552	1	4884
HIST1H3H	0.182109396629992	6.741381832485787	8.990677816168537e-4	0.003489680616275726	1	NA
LHX8	-0.36646809525158464	4.30330311010706	9.018284858318861e-4	0.0034994942016563267	-1	431707
USP31	0.23612501902853708	5.753930914204469	9.066468034180142e-4	0.0035172851260884324	1	57478
MIPEP	-0.3447329921587531	4.546806454635235	9.096174462641777e-4	0.0035279007830900117	-1	4285
CCP110	-0.20608558653913603	6.159867549106285	9.116060091749202e-4	0.003534703011888336	-1	9738
MED9	-0.3687411596467246	4.3178653028023914	9.139558124560236e-4	0.0035429020683623463	-1	55090
KANSL3	0.23512749060700627	5.902201808221411	9.145718533168486e-4	0.0035443777948923677	1	55683
NTAN1	-0.3175500822624246	4.71261245996674	9.201472640114026e-4	0.0035650676089559363	-1	123803
MAP2K6	-0.43570837964630904	3.918903945863592	9.231310857751895e-4	0.003575708372369947	-1	5608
CELSR2	-0.3622694351087031	4.434016101152635	9.252014927533005e-4	0.003581885470659307	-1	1952
NUCB1	-0.18412663654051553	6.785625472936198	9.250262618162274e-4	0.003581885470659307	-1	4924
LOC100129550	-0.7515288718514408	2.3931329806087933	9.276450492159104e-4	0.0035904226268803933	-1	NA
TADA1	0.32827537202421775	4.7173389275222	9.29324565460232e-4	0.003595998960902131	1	117143
TRAF3IP2	-0.28562979565938945	5.063472204892101	9.301197537970963e-4	0.0035972273991228226	-1	10758
SCLT1	0.31291659343137196	4.784974840829355	9.300701872819422e-4	0.0035972273991228226	1	132320
TBC1D30	-0.35303016286315797	4.306828310250735	9.314773140761796e-4	0.0036015528498041754	-1	23329
CCDC28A	-0.5502083648395224	3.0475234998232694	9.356570274256267e-4	0.003616785121414255	-1	25901
MAST4	-0.8272467340596157	2.087267921246018	9.369251803252859e-4	0.0036207578177312816	-1	375449
SNX7	0.2581999865685517	5.668923191589661	9.379340831234014e-4	0.003623726857834383	1	51375
FARSB	0.156299063402155	7.216020635326834	9.398942776538871e-4	0.0036303687667267348	1	10056
SPIN4	0.26401402195147866	5.488588399979763	9.404570620548338e-4	0.0036316111165502047	1	139886
ANKZF1	-0.3649647286340098	4.176214298605265	9.418507678347066e-4	0.003636060641781769	-1	55139
BICC1	-0.14858274992387033	7.292912536906102	9.421116669496269e-4	0.0036361357519890778	-1	80114
SLC3A1	0.5218361255730039	3.627662790729522	9.485175225464298e-4	0.003659921570471236	1	6519
CMC1	-0.3703448507519069	4.281070373429748	9.541635567289193e-4	0.003680764130209407	-1	152100
KIAA0922	0.310302689880742	4.8507197411281595	9.563263013548947e-4	0.0036881623811535758	1	NA
BCAS4	-0.43061083894697566	3.845071757033353	9.594754971914078e-4	0.0036978883716808947	-1	55653
C1orf174	-0.31434092533294183	4.815537608478189	9.60186734416274e-4	0.0036978883716808947	-1	339448
PPP2R2C	-0.1862669101535582	6.524263338152569	9.596204948303604e-4	0.0036978883716808947	-1	5522
RAB8B	0.23344156438888528	5.716212830127475	9.596444379591334e-4	0.0036978883716808947	1	51762
CSTF2T	0.24772999968977436	5.5708957886713275	9.600054746967675e-4	0.0036978883716808947	1	23283
DCAKD	0.3868941252423991	4.226099585633452	9.603214755407689e-4	0.0036978883716808947	1	79877
CDK13	0.21649682753238245	5.996182637461287	9.627553120264536e-4	0.0037063126275865012	1	8621
HUS1	0.3059366922465189	4.9100419642603725	9.69614779796828e-4	0.0037317655465730205	1	3364
COX5B	-0.21149550431721614	6.159843998621082	9.711782600433695e-4	0.003736827949988029	-1	1329
GNRH1	1.3753347041337962	0.7433440292404943	9.716644496644434e-4	0.003737743706755177	1	2796
ZBTB1	-0.2250999856460317	5.855603493923795	9.730138123133342e-4	0.0037419785529721177	-1	22890
TFAP2C	-0.23941244371021517	5.5344203617588885	9.757563408156826e-4	0.0037515676519489865	-1	7022
DDI2	0.4401602664495098	3.679967134771143	9.762804070225847e-4	0.003752624535416061	1	84301
EXOSC3	0.23070114072249184	5.833881620567598	9.78990589945601e-4	0.003762081726098686	1	51010
SH3BGRL3	0.25799496689791407	5.445187834331993	9.79291252433775e-4	0.003762277107564452	1	83442
NAE1	0.15095164358461427	7.371970029670634	9.836702290621107e-4	0.003778136610475743	1	8883
CKAP4	0.1426071005733028	7.675987533774865	9.972832590226435e-4	0.0038294456606019914	1	10970
STX10	0.34122899587814964	4.613421715075426	9.996944275787632e-4	0.003837725740335502	1	8677
LINC00942	-2.564036110417616	-0.4000130075641815	0.0010002773928433214	0.0038389851009736037	-1	100292680
